Date;Age;Gender;Position ;Experience;Seniority_level;Programming_language;Salary;Vacation_days;Employment_status;Contract_duration;Language;Company_size
24.11.2020 14:34;30;Male;Software Engineer;4;Junior;PHP;42000;27;Full-time employee;Unlimited contract;English;large
24.11.2020 14:37;34;Male;Solutions architect;14;Head;Blockchain;95000;24;Full-time employee;Unlimited contract;English;large
24.11.2020 14:37;33;Male;Backend Developer;12;Senior;PHP;67000;26;Full-time employee;Unlimited contract;English;large
24.11.2020 14:38;43;Male;Backend Developer;5;Middle;Java;64000;28;Full-time employee;Unlimited contract;English;large
24.11.2020 14:40;32;Female;Stuttgart;2;Junior;Java;52000;30;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 14:42;34;Male;Mobile Developer;14;Senior;Android;60000;23;Full-time employee;Unlimited contract;English;large
24.11.2020 14:47;29;Male;Backend Developer;9;Senior;Java;85000;30;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 14:49;37;Male;Frontend Developer;14;Senior;Angular;84000;30;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 14:49;41;Male;Senior Program Manager;19;Senior;Autonomous Driving;123600;33;Full-time employee;Unlimited contract;English;large
24.11.2020 14:52;33;Male;Software Engineer;6;Middle;c#;49000;28;Full-time employee;Unlimited contract;English;medium-size
24.11.2020 14:54;33;Female;QA Engineer;9;Middle;Java;57000;21;Full-time employee;Unlimited contract;English;large
24.11.2020 14:56;40;Male;QA Engineer;18;Lead;Java;78000;30;Full-time employee;Unlimited contract;German;extra-large
24.11.2020 14:58;38;Male;Backend Developer;12;Senior;Java;70000;30;Full-time employee;Unlimited contract;German;large
24.11.2020 15:03;29;Male;Frontend Developer;5;Middle;Js, TypeScript, Angular;57000;26;Full-time employee;Unlimited contract;English;large
24.11.2020 15:04;27;Male;Backend Developer;7;Senior;go;72000;30;Full-time employee;Unlimited contract;English;small
24.11.2020 15:05;39;Male;Product Manager;10;Lead;;120000;25;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 15:09;38;Male;ML Engineer;10;Lead;Python;92000;30;Full-time employee;Unlimited contract;English;medium-size
24.11.2020 15:10;42;Male;ML Engineer;20;Senior;Python;80000;30;Full-time employee;Unlimited contract;German;extra-large
24.11.2020 15:16;45;Female;DB developer/Data analyst;6;Senior;T-SQL;55000;28;Full-time employee;Unlimited contract;English;small
24.11.2020 15:17;38;Male;Software Engineer;12;Senior;Java;73000;30;Full-time employee;Unlimited contract;English;medium-size
24.11.2020 15:17;29;Male;QA Engineer;9;Senior;;62000;28;Full-time employee;Unlimited contract;English;large
24.11.2020 15:21;30;Male;Software Engineer;11;Senior;Kotlin;55000;30;Full-time employee;Unlimited contract;English;small
24.11.2020 15:22;32;Male;Software Engineer;9;Lead;JavaScript;90000;25;Full-time employee;Unlimited contract;English;large
24.11.2020 15:27;41;Male;Backend Developer;21;Senior;Java;80000;30;Full-time employee;Unlimited contract;English;large
24.11.2020 15:28;34;Male;Security Engineer;10;Senior;python;85000;28;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 15:31;45;Male;Software Engineer;25;Lead;c++;75000;30;Full-time employee;Unlimited contract;German;extra-large
24.11.2020 15:32;34;Male;DevOps;6;Middle;Java, terraform;62000;28;Full-time employee;Unlimited contract;German;extra-large
24.11.2020 15:37;25;Male;Backend Developer;7;Senior;PHP;60000;26;Full-time employee;Unlimited contract;English;small
24.11.2020 15:38;32;Male;Software Engineer;12;Senior;iOS;66800;25;Full-time employee;Unlimited contract;English;medium-size
24.11.2020 15:39;65;Male;Software Engineer;25;Senior;Pascal, VB.NET, C#;55000;30;Full-time employee;Unlimited contract;German;medium-size
24.11.2020 15:41;33;Male;Business Analyst;10;Senior;Java;70000;27;Full-time employee;Unlimited contract;English;large
24.11.2020 15:41;34;Male;ML Engineer;12;Senior;Python;90000;27;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 15:42;28;Male;Backend Developer;7;Senior;PHP;70000;30;Full-time employee;Unlimited contract;English;large
24.11.2020 15:56;39;Male;DBA;17;Senior;Oracle;64000;28;Full-time employee;Unlimited contract;English;large
24.11.2020 15:59;30;Male;Backend Developer;7;Senior;Ruby;72000;25;Full-time employee;Unlimited contract;English;small
24.11.2020 15:59;34;Male;DevOps;12;Senior;Java;70000;25;Full-time employee;Unlimited contract;English;large
24.11.2020 16:02;35;Male;Support Engineer;10;Senior;PHP;63500;28;Full-time employee;Unlimited contract;English;large
24.11.2020 16:03;35;Female;Frontend Developer;12;Middle;Javascript ;70000;29;Full-time employee;Unlimited contract;English;large
24.11.2020 16:05;34;Male;Frontend Developer;10;Senior;Angular, React;68000;40;Full-time employee;Unlimited contract;English;small
24.11.2020 16:06;34;Male;Software Engineer;12;Lead;.net;78000;36;Full-time employee;Unlimited contract;German;extra-large
24.11.2020 16:14;35;Male;Software Engineer;8;Senior;Elixir;75000;27;Full-time employee;Unlimited contract;English;large
24.11.2020 16:15;38;Male;Software Engineer;13;Lead;Java;89570;30;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 16:16;34;Female;Software Engineer;9;Senior;Kotlin;78000;30;Full-time employee;Unlimited contract;English;large
24.11.2020 16:20;31;Male;Mobile Developer;7;Senior;iOS;80000;27;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 16:26;34;Male;Backend Developer;15;Senior;Elixir;70000;30;Full-time employee;Unlimited contract;English;medium-size
24.11.2020 16:34;29;Female;Software Engineer;5;Middle;NodeJS, Typescript, AWS;67000;31;Full-time employee;Unlimited contract;English;large
24.11.2020 16:35;37;Male;Software Engineer;15;Senior;Scala;85000;30;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 16:42;44;Male;Software Engineer;22;Senior;Erlang;76000;30;Full-time employee;Unlimited contract;English;medium-size
24.11.2020 16:56;30;Male;Frontend Developer;9;Middle;TypeScript;66000;30;Full-time employee;Unlimited contract;English;large
24.11.2020 17:01;26;Male;Consultant;4;Middle;JavaScript;65000;30;Full-time employee;Unlimited contract;German;large
24.11.2020 17:04;46;Male;Software Engineer;14;Senior;JavaScript;80000;30;Full-time employee;Unlimited contract;English;medium-size
24.11.2020 17:08;27;Male;Software Engineer;4;Junior;C#;46000;30;Full-time employee;Unlimited contract;German;micro
24.11.2020 17:12;38;Male;Software Engineer;15;Senior;C#;56400;30;Full-time employee;Unlimited contract;English;small
24.11.2020 17:21;32;Male;Backend Developer;11;Senior;PHP;81200;30;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 17:24;26;Male;Backend Developer;7;Senior;Java;65000;30;Full-time employee;Unlimited contract;English;large
24.11.2020 17:27;29;Male;Software Engineer;12;Senior;Go;75000;27;Full-time employee;Unlimited contract;English;large
24.11.2020 17:28;32;Male;Testautomation;8;Senior;Java, JS;60000;30;Full-time employee;Unlimited contract;German;large
24.11.2020 17:29;29;Male;Mobile Developer;5;Middle;Objective-C;55000;24;Full-time employee;Unlimited contract;English;small
24.11.2020 17:29;33;Male;Software Engineer;10;Senior;Ruby;75000;30;Full-time employee;Unlimited contract;English;large
24.11.2020 17:30;32;Male;QA Engineer;9;Senior;QA;76000;28;Full-time employee;Unlimited contract;English;large
24.11.2020 17:31;34;Male;Software Engineer;10;Senior;C++;76000;30;Full-time employee;Unlimited contract;English;large
24.11.2020 17:35;33;Male;Software Engineer;10;Senior;C#;78000;30;Full-time employee;Unlimited contract;German;medium-size
24.11.2020 17:37;32;Male;Backend Developer;4;Senior;Ruby;65000;28;Full-time employee;Unlimited contract;English;medium-size
24.11.2020 17:38;47;Male;Software Engineer;22;Senior;C++/C#;46000;30;Full-time employee;Unlimited contract;English;micro
24.11.2020 17:38;29;Male;Backend Developer;8;Middle;Go;65000;30;Full-time employee;Unlimited contract;English;large
24.11.2020 17:39;28;Male;Software Engineer;5;Senior;C++;67000;20;Self-employed (freelancer);Unlimited contract;English;micro
24.11.2020 17:40;25;Male;Data Scientist;2;Middle;Python;48000;28;Full-time employee;Unlimited contract;German;small
24.11.2020 17:40;32;Male;SAP Developer;9;Senior;ABAP;70800;30;Full-time employee;Unlimited contract;German;extra-large
24.11.2020 17:43;45;Male;Frontend Developer;3;Senior;Javascript / Typescript;70000;25;Full-time employee;Unlimited contract;Russian;small
24.11.2020 17:45;26;Male;Software Engineer;3;Middle;Python ;48000;27;Full-time employee;Unlimited contract;English;medium-size
24.11.2020 17:45;29;Male;Mobile Developer;8;Senior;Java/Kotlin;65400;30;Full-time employee;Unlimited contract;English;small
24.11.2020 17:47;40;Male;Backend Developer;18;Senior;php;60000;28;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 17:47;27;Male;Software Engineer;5;Senior;Typescript / Angular;71000;30;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 17:51;27;Male;Software Engineer;5;Senior;Javascript;65000;22;Full-time employee;Unlimited contract;English;medium-size
24.11.2020 17:53;38;Male;Systemadministrator;20;Senior;;44000;25;Full-time employee;Unlimited contract;German;small
24.11.2020 17:57;30;Male;DevOps;9;Lead;Kubernetes;90000;30;Full-time employee;Unlimited contract;English;large
24.11.2020 17:57;30;Male;Software Engineer;6;Middle;.NET;60000;30;Full-time employee;Unlimited contract;English;large
24.11.2020 18:01;29;Male;SW Architect;8;Senior;C++;73000;30;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 18:06;37;Male;Software Engineer;15;Senior;ABAP;67500;30;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 18:09;28;Male;SRE;6;Middle;Kubernetes;66000;27;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 18:10;28;Female;Software Engineer;8;Lead;Javascript;80000;28;Full-time employee;Unlimited contract;English;large
24.11.2020 18:12;28;Male;Backend Developer;5;Middle;Java;55000;30;Full-time employee;Unlimited contract;German;large
24.11.2020 18:13;33;Male;Software Engineer;13;Senior;Ruby;75000;27;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 18:19;38;Male;QA Engineer;7;Middle;;54500;30;Full-time employee;Unlimited contract;German;small
24.11.2020 18:22;40;Male;Software Engineer;22;Senior;Java;72000;30;Full-time employee;Unlimited contract;German;extra-large
24.11.2020 18:25;28;Male;Fullstack engineer, Đ˝Ń Đ¸Đ»Đ¸ Software engineer;9;Senior;React/Typescript;60000;28;Full-time employee;Unlimited contract;English;micro
24.11.2020 18:27;29;Male;Backend Developer;11;Senior;Python;85000;30;Full-time employee;Unlimited contract;English;medium-size
24.11.2020 18:32;24;Male;HiWi;3;Junior;Python;10164;14;Part-time employee;Temporary contract;English;small
24.11.2020 18:37;44;Male;Software Engineer;28;Senior;C#;78500;30;Full-time employee;Unlimited contract;English;medium-size
24.11.2020 18:39;35;Male;Product Manager;5;Senior;;56000;30;Full-time employee;Unlimited contract;English;large
24.11.2020 18:39;41;Female;Data Engineer;12;Senior;;68000;30;Full-time employee;Unlimited contract;German;large
24.11.2020 18:40;32;Male;Software Engineer;12;Senior;Java;83000;27;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 18:44;28;Female;Software Engineer;4;Junior;;53000;30;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 18:49;33;Male;Software Engineer;10;Middle;iOS;65000;27;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 18:49;46;Male;Software Engineer;10;Senior;Python ;68500;28;Full-time employee;Unlimited contract;English;medium-size
24.11.2020 18:50;27;Male;Frontend Developer;8;Middle;Angular;45000;28;Full-time employee;Unlimited contract;English;medium-size
24.11.2020 18:51;32;Male;Backend Developer;5;Middle;Ruby;72000;30;Full-time employee;Unlimited contract;English;small
24.11.2020 18:52;34;Male;Software Engineer;15;Lead;Java;80000;28;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 18:53;33;Male;Software Engineer;10;Senior;Salesforce ;68000;25;Full-time employee;Temporary contract;English;small
24.11.2020 18:53;26;Male;Software Engineer;4;Middle;javascript;24000;20;Full-time employee;Unlimited contract;English;large
24.11.2020 18:54;41;Male;Software Engineer;19;Lead;Python;95500;30;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 18:54;35;Male;Software Engineer;14;Senior;C++;72000;35;Full-time employee;Unlimited contract;English;large
24.11.2020 18:58;26;Male;Software Engineer;7;Senior;TypeScript;72000;27;Full-time employee;Unlimited contract;German;large
24.11.2020 18:59;24;Male;Software Engineer;3;Middle;Java/C++;77600;30;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 19:07;35;Male;Software Engineer;13;Lead;Scala / Python;95000;25;Full-time employee;Unlimited contract;English;medium-size
24.11.2020 19:07;31;Male;Software Engineer;7;Senior;C++;50400;27;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 19:09;25;Male;Backend Developer;5;Middle;Java;80000;30;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 19:12;30;Male;Backend Developer;2;Middle;Python;13000;28;Full-time employee;Unlimited contract;Russian;medium-size
24.11.2020 19:14;37;Male;Project manager;20;Middle;;130000;25;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 19:15;30;Male;Software Engineer;5;Middle;C;14712;30;Full-time employee;Unlimited contract;Russian;large
24.11.2020 19:19;35;Male;QA Engineer;11;Senior;Java;74400;30;Full-time employee;Unlimited contract;English;large
24.11.2020 19:24;37;Male;Software Engineer;15;Senior;Java;70000;25;Full-time employee;Temporary contract;English;small
24.11.2020 19:30;36;Male;Backend Developer;10;Senior;Java/Scala;82000;30;Full-time employee;Unlimited contract;German;medium-size
24.11.2020 19:31;32;Female;Data Scientist;4;Senior;Python;85000;30;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 19:40;38;Male;Security Engineer;5;Lead;;80000;30;Full-time employee;Unlimited contract;English;large
24.11.2020 19:41;23;Male;Software Engineer;4;Middle;Javascript;70500;30;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 19:42;39;Male;Software Engineer;11;Lead;PHP;75000;30;Full-time employee;Unlimited contract;English;large
24.11.2020 19:47;27;Female;Data Scientist;3;Middle;Python;58000;24;Full-time employee;Unlimited contract;English;medium-size
24.11.2020 19:48;50;Male;Software Engineer;29;Lead;C++;28800;30;Full-time employee;Unlimited contract;German;small
24.11.2020 20:00;40;Male;Architect;10;Middle;;89000;30;Full-time employee;Unlimited contract;English;large
24.11.2020 20:01;35;Male;Backend Developer;11;Senior;python;66000;28;Full-time employee;Unlimited contract;English;large
24.11.2020 20:02;29;Male;Backend Developer;10;Senior;Ruby;80000;30;Full-time employee;Unlimited contract;English;large
24.11.2020 20:02;30;Male;Mobile Developer;8;Lead;Swift;75000;24;Full-time employee;Unlimited contract;English;small
24.11.2020 20:04;24;Male;Frontend Developer;3;Middle;JavaScript;44000;26;Full-time employee;Unlimited contract;English;medium-size
24.11.2020 20:04;28;Male;Software Engineer;8;Senior;Java;75000;28;Full-time employee;Unlimited contract;English;large
24.11.2020 20:14;28;Male;Backend Developer;9;Senior;PHP;60000;25;Full-time employee;Unlimited contract;English;small
24.11.2020 20:18;37;Male;Software Engineer;8;Senior;Python ;76900;26;Full-time employee;Unlimited contract;English;large
24.11.2020 20:23;33;Male;Technical Lead;10;Lead;;85000;26;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 20:25;30;Male;Frontend Developer;4;Middle;JavaScript/Typescript;55000;27;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 20:26;31;Male;Software Engineer;4;Lead;Java;95000;28;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 20:26;28;Female;Software Engineer;3;Middle;Javascript;60000;28;Full-time employee;Unlimited contract;English;large
24.11.2020 20:28;31;Female;Software Engineer;2;Middle;Java;58000;28;Full-time employee;Unlimited contract;German;extra-large
24.11.2020 20:28;34;Male;Mobile Developer;9;Senior;Android;72000;27;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 20:29;24;Male;Backend Developer;4;Middle;PHP;46000;28;Full-time employee;Unlimited contract;English;medium-size
24.11.2020 20:29;39;Male;DevOps;15;Senior;Python;70000;21;Full-time employee;Unlimited contract;English;large
24.11.2020 20:30;42;Male;Backend Developer;20;Senior;.NET;75000;25;Full-time employee;Unlimited contract;English;large
24.11.2020 20:37;26;Male;Frontend Developer;8;Senior;TypeScript, React;105000;30;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 20:38;31;Female;Software Engineer;2;Junior;;50000;28;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 20:39;32;Female;Mobile Developer;7;Senior;Kotlin;63000;26;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 20:41;30;Female;QA Engineer;4;Middle;;52000;20;Full-time employee;Unlimited contract;English;medium-size
24.11.2020 20:41;23;Male;Mobile Developer;3;Lead;Swift;65000;25;Full-time employee;Unlimited contract;English;medium-size
24.11.2020 20:43;27;Female;Backend Developer;3;Middle;;60000;24;Full-time employee;Unlimited contract;English;small
24.11.2020 21:04;27;Male;ML Engineer;4;Middle;python;62000;25;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 21:05;27;Male;Tech Lead / Full-Stack;5;Lead;Python / JavaScript (React);90000;30;Full-time employee;Unlimited contract;English;small
24.11.2020 21:07;29;Male;Frontend Developer;8;Senior;JavaScript / typescript;69000;30;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 21:10;32;Male;Software Engineer;10;Senior;Java;88000;30;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 21:14;31;Male;DevOps;11;Senior;Terraform;81000;28;Full-time employee;Unlimited contract;English;large
24.11.2020 21:21;26;Male;Marketing Analyst;7;Middle;SQL;60000;27;Full-time employee;Unlimited contract;English;large
24.11.2020 21:28;29;Male;Software Engineer;5;Middle;PHP;56000;30;Full-time employee;Unlimited contract;English;small
24.11.2020 21:34;30;Male;Frontend Developer;7;Senior;JavaScript;55000;28;Full-time employee;Unlimited contract;English;large
24.11.2020 21:34;38;Male;Mobile Developer;10;Senior;Swift;70000;24;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 21:37;25;Male;Solutions Architect;6;Middle;Apache Spark;100000;30;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 21:38;24;Male;Backend Developer;3;Junior;C#;48000;28;Full-time employee;Temporary contract;English;extra-large
24.11.2020 21:39;24;Male;Software Engineer;3;Junior;Java;30000;28;Full-time employee;Unlimited contract;English;small
24.11.2020 21:47;34;Female;QA Engineer;6;Senior;Ruby;67500;30;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 21:47;30;Male;Data Scientist;2;Middle;python;48000;25;Full-time employee;Temporary contract;English;extra-large
24.11.2020 21:52;27;Female;Frontend Developer;2;Middle;JavaScript;64000;28;Full-time employee;Unlimited contract;English;large
24.11.2020 22:04;46;Male;Software Engineer;23;Senior;C#;90000;30;Full-time employee;Unlimited contract;German;extra-large
24.11.2020 22:10;40;Female;Fullstack Developer;8;Senior;C#;57000;26;Full-time employee;Unlimited contract;German;medium-size
24.11.2020 22:17;23;Male;Frontend Developer;5;Senior;Javascript;45600;30;Full-time employee;Unlimited contract;English;micro
24.11.2020 22:28;30;Male;Backend Developer;2;Junior;Elixir;50000;30;Self-employed (freelancer);Unlimited contract;English;large
24.11.2020 22:34;40;Male;SAP BW Senior Consultant ;11;Senior;SAP BW / ABAP;75000;30;Full-time employee;Unlimited contract;German;extra-large
24.11.2020 22:41;38;Male;Software Engineer;10;Lead;Go, PHP, SQL;62000;30;Full-time employee;Unlimited contract;German;medium-size
24.11.2020 22:46;28;Male;Mobile Developer;5;Senior;Swift;45000;20;Full-time employee;Unlimited contract;English;small
24.11.2020 22:52;38;Male;Software Engineer;16;Senior;ABAP;83000;27;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 23:09;32;Male;Software Engineer;12;Senior;Java;66300;28;Full-time employee;Unlimited contract;German;large
24.11.2020 23:20;33;Female;Software Engineer;6;Middle;java;65000;28;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 23:38;34;Male;Software Engineer;13;Lead;Kotlin ;85000;32;Full-time employee;Unlimited contract;English;extra-large
24.11.2020 23:40;35;Female;QA Manager ;9;Middle;Jira;60000;30;Full-time employee;Unlimited contract;English;large
24.11.2020 23:42;37;Male;Software Engineer;9;Senior;Qml;60000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 00:01;36;Male;IT Spezialist;15;Senior;AWS;79300;30;Full-time employee;Unlimited contract;German;extra-large
25.11.2020 00:09;27;Male;Software Engineer;5;Middle;C#/.NET;48000;28;Full-time employee;Unlimited contract;English;micro
25.11.2020 00:41;28;Male;Software Engineer;6;Middle;PHP;60000;26;Full-time employee;Unlimited contract;English;large
25.11.2020 01:12;23;Male;Software Engineer;4;Middle;PHP;34000;28;Full-time employee;Temporary contract;English;micro
25.11.2020 01:29;31;Female;QA Engineer;11;Middle;JS;57000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 05:58;34;Male;Software Engineer;12;Middle;PHP;54000;28;Full-time employee;Unlimited contract;English;large
25.11.2020 06:05;34;Male;Software Engineer;10;Senior;.Net;60000;28;Full-time employee;Unlimited contract;English;small
25.11.2020 06:26;29;Male;Mobile Developer;7;Senior;Android;65000;28;Full-time employee;Unlimited contract;English;large
25.11.2020 07:05;38;Male;Software Engineer;15;Senior;Javascript;80000;30;Full-time employee;Unlimited contract;English;medium-size
25.11.2020 07:27;25;Female;Frontend Developer;4;Middle;Javascript / Typescript;60000;23;Full-time employee;Unlimited contract;English;small
25.11.2020 07:46;23;Male;Software Engineer;3;Middle;JavaScript;60000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 07:56;30;Male;Software Engineer;10;Senior;.NET;75000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 08:05;32;Male;Engineering Manager;10;Middle;JavaScript;85000;24;Full-time employee;Unlimited contract;English;large
25.11.2020 08:08;28;Male;Frontend Developer;2;Junior;JavaScript;47000;26;Full-time employee;Unlimited contract;German;extra-large
25.11.2020 08:12;31;Male;ML Engineer;4;Junior;python;62000;30;Full-time employee;Unlimited contract;German;extra-large
25.11.2020 08:17;29;Male;Designer (UI/UX);6;Middle;;56000;28;Full-time employee;Unlimited contract;English;small
25.11.2020 08:39;42;Male;Software Engineer;17;Senior;Go;75000;28;Full-time employee;Unlimited contract;English;large
25.11.2020 08:43;40;Male;Product Manager;13;Head;;90000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 08:47;27;Male;Software Engineer;6;Middle;Java;82000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 08:47;29;Male;Software Engineer;8;Middle;PHP;75000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 08:47;37;Male;Software Architect;18;Head;Go;156000;0;Self-employed (freelancer);Unlimited contract;English;small
25.11.2020 08:54;23;Male;Software Engineer;5;Middle;Python;53000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 08:55;35;Male;Backend Developer;14;Senior;Java;77000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 09:00;39;Male;Manager;11;Head;Python ;180000;28;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 09:03;33;Male;Software Engineer;10;Middle;C#;55000;27;Full-time employee;Unlimited contract;German;large
25.11.2020 09:04;31;Male;Software Engineer;10;Lead;Python;82000;26;Full-time employee;Unlimited contract;English;large
25.11.2020 09:05;38;Male;Data Scientist;15;Head;Python;100000;27;Full-time employee;Unlimited contract;English;large
25.11.2020 09:05;31;Male;ML Engineer;3;Lead;Python ;70000;30;Full-time employee;Unlimited contract;English;small
25.11.2020 09:06;26;Female;Data Scientist;2;Junior;Python;47000;25;Full-time employee;Unlimited contract;English;small
25.11.2020 09:08;30;Male;Software Engineer;10;Senior;Java;70000;27;Full-time employee;Unlimited contract;English;small
25.11.2020 09:14;33;Male;Software Engineer;9;Lead;Java;100000;29;Full-time employee;Unlimited contract;German;medium-size
25.11.2020 09:15;33;Male;Software Engineer;11;Senior;Python;65000;28;Full-time employee;Unlimited contract;English;medium-size
25.11.2020 09:22;31;Male;Mobile Developer;10;Senior;Swift;80000;27;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 09:24;33;Male;Data Scientist;2;Middle;Python;54000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 09:29;43;Male;Consultant ;21;Senior;Java;72000;28;Full-time employee;Unlimited contract;German;large
25.11.2020 09:29;36;Male;Frontend Developer;14;Senior;Javascript;78000;24;Full-time employee;Unlimited contract;English;small
25.11.2020 09:35;33;Male;Software Engineer;9;Senior;Javascript / Typescript;60000;30;Full-time employee;Unlimited contract;German;extra-large
25.11.2020 09:40;36;Female;DevOps;1;Middle;java;60000;26;Full-time employee;Unlimited contract;English;medium-size
25.11.2020 09:44;27;Female;Mobile Developer;1;Junior;Kotlin, Java;50000;27;Full-time employee;Unlimited contract;English;small
25.11.2020 09:45;33;Male;Software Engineer;12;Lead;Go;120000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 09:49;33;Male;Data Analyst;2;Middle;SQL;62000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 09:56;40;Male;QA Engineer;11;Senior;Python;60000;28;Full-time employee;Unlimited contract;German;large
25.11.2020 10:02;24;Female;Software Engineer;2;Middle;;58000;30;Full-time employee;Unlimited contract;German;small
25.11.2020 10:15;40;Male;Product Manager;17;Lead;Linux Kernel;81000;30;Full-time employee;Unlimited contract;German;small
25.11.2020 10:26;37;Male;DevOps;13;Lead;;70000;25;Full-time employee;Unlimited contract;English;small
25.11.2020 10:31;35;Male;Frontend Developer;6;Senior;Javascript;80000;30;Full-time employee;Unlimited contract;English;small
25.11.2020 10:33;39;Male;Data Scientist;7;Senior;several;70000;28;Full-time employee;Unlimited contract;English;large
25.11.2020 10:35;25;Male;Software Engineer;6;Middle;Java;63700;29;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 10:37;27;Male;Software Engineer;4;Middle;C#;65000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 10:42;30;Male;Product Manager;3;Junior;;30000;30;Full-time employee;Unlimited contract;English;small
25.11.2020 10:44;28;Male;Data Scientist;4;Middle;Python ;70000;28;Full-time employee;Unlimited contract;English;large
25.11.2020 10:50;36;Female;Frontend Developer;10;Middle;javascript;48000;30;Part-time employee;Unlimited contract;German;large
25.11.2020 10:53;29;Female;Software Developer in Test;9;Lead;Java;66000;25;Full-time employee;Unlimited contract;English;large
25.11.2020 10:55;34;Male;Mobile Developer;10;Senior;Android/Kotlin;70000;28;Full-time employee;Unlimited contract;English;medium-size
25.11.2020 10:56;28;Female;Data Scientist;4;Middle;Python;65000;27;Full-time employee;Unlimited contract;English;large
25.11.2020 10:58;39;Male;Software Architect;20;Lead;embedded;122000;28;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 11:07;32;Male;Software Engineer;6;Middle;PHP;58000;30;Full-time employee;Temporary contract;German;extra-large
25.11.2020 11:08;37;Male;QA Engineer;6;Middle;Java/Groovy;69200;28;Full-time employee;Unlimited contract;English;large
25.11.2020 11:11;32;Male;Software Engineer;7;Senior;Python ;72000;29;Full-time employee;Unlimited contract;English;small
25.11.2020 11:15;35;Male;Software Engineer;16;Lead;PHP;84000;28;Full-time employee;Unlimited contract;English;large
25.11.2020 11:18;26;Male;Data Scientist;5;Middle;Python ;59000;26;Full-time employee;Unlimited contract;English;large
25.11.2020 11:18;32;Male;Frontend Developer;7;Middle;Typescript;68000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 11:21;36;Male;Software Engineer;10;Senior;typescript;88000;28;Full-time employee;Unlimited contract;German;extra-large
25.11.2020 11:22;26;Male;Software Engineer;5;Middle;Swift;71000;27;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 11:24;28;Male;Data Engineer;5;Middle;Scala;65000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 11:29;36;Male;Data Scientist;5;Middle;python;50000;30;Full-time employee;Unlimited contract;English;large
